"2011",3.0888
"2012",5.1894
"2012",2.5389
"2012",1.2735
"2007",2.5067
"2007",0.5833
"2007",8.5504
"2007",13.7111
"2009",7.4471
"2007",5.7075
"2007",5.7075
"Dry",5.2937
"2008",27.8442
"2007",24.9317
"2007",24.9854
"2009",9.9375
"2009",9.9375
"2009",7.1468
"2007",2.5067
"2010",35.8073
"2007",2.5067
